eventName,userAgent,sourceIPAddress,eventSource,additionalEventData,errorMessage,errorCode,readOnly,type,accountId,userName,invokedBy,sessionContext.sessionIssuer.userName,Label
ListEndpointConfigs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListEndpointConfigs,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListEndpoints,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListEndpoints,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListEntitiesForPolicy,AWSPowerShell/31.59.151.53 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.17369.0 WindowsPowerShell/5.0 ClientSync,255.4.5.206,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListEntitlements,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,mediaconnect.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
ListEventSourceMappings202224,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,lambda.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lambda:ListEventSourceMappings on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListEventSubscriptions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,inspector.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: inspector:ListEventSubscriptions,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListExports,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudformation.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudformation:ListExports,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListFileShares,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,storagegateway.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListFindings,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,inspector.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: inspector:ListFindings,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListFleets,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,gamelift.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: gamelift:ListFleets,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListFlows,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,mediaconnect.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
ListFunctions202224,aws-cli/1.16.91 Python/3.7.0 Darwin/18.0.0 botocore/1.12.81,250.113.37.220,lambda.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: lambda:ListFunctions on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListGateways,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,storagegateway.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListGeoLocations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,route53.amazonaws.com,,,,,IAMUser,8.11596E+11,backup,,,Legit
ListGitHubAccountTokenNames,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codedeploy.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codedeploy:ListGitHubAccountTokenNames on resource: arn:aws:codedeploy:us-east-1:811596193553:githubaccounttoken:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListGlobalTables,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,dynamodb.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: dynamodb:ListGlobalTables on resource: arn:aws:dynamodb::811596193553:global-table/*,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListGroupPolicies,aws-cli/1.16.81 Python/2.7.9 Darwin/15.6.0 botocore/1.12.71,173.215.203.26,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListGroupPolicies on resource: group backup,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListGroups,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListGroups on resource: arn:aws:iam::811596193553:group/,AccessDenied,1,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListGroupsForUser,aws-cli/1.16.100 Python/3.7.2 Darwin/18.2.0 botocore/1.12.90,222.60.222.9,iam.amazonaws.com,,The user with name piper cannot be found.,NoSuchEntityException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListHandshakesForAccount,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,organizations.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: organizations:ListHandshakesForAccount on resource: *,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListHandshakesForOrganization,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,organizations.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: organizations:ListHandshakesForOrganization on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListHapgs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,cloudhsm.amazonaws.com,,This service is unavailable.  Please see https://aws.amazon.com/cloudhsm/faqs-classic/,CloudHsmServiceException,,IAMUser,8.11596E+11,Level6,,,Legit
ListHealthChecks,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,route53.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: route53:ListHealthChecks,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListHostedZones,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,route53.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: route53:ListHostedZones,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListHostedZonesByName,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,route53.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: route53:ListHostedZonesByName,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListHsms,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,cloudhsm.amazonaws.com,,This service is unavailable.  Please see https://aws.amazon.com/cloudhsm/faqs-classic/,CloudHsmServiceException,,IAMUser,8.11596E+11,Level6,,,Legit
ListIdentities,Boto3/1.4.6 Python/2.7.15rc1 Linux/4.14.0-kali3-amd64 Botocore/1.12.54,253.252.7.168,ses.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: ses:ListIdentities,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListIdentityPoolUsage,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,eb4d:f034:38ed:6832:2ca9:9045:77b8:4634,cognito-sync.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListIdentityPools,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,eb4d:f034:38ed:6832:2ca9:9045:77b8:4634,cognito-identity.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListImages,aws-cli/1.16.120 Python/3.7.2 Darwin/18.5.0 botocore/1.12.110,8.251.6.214,ecr.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: ecr:ListImages on resource: arn:aws:ecr:us-east-1:516340647433:repository/level2,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListInputSecurityGroups,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,medialive.amazonaws.com,,,ForbiddenException,1,IAMUser,8.11596E+11,backup,,,Legit
ListInputs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,medialive.amazonaws.com,,,ForbiddenException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListInstanceProfiles,Boto3/1.7.48 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.48,2.231.90.242,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListInstanceProfiles on resource: arn:aws:iam::811596193553:instance-profile/,AccessDenied,,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
ListInstanceProfilesForRole,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListInvitations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,guardduty.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListJobTemplates,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,mediaconvert.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListJobs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,mediaconvert.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: snowball:ListJobs,AccessDeniedException,1,IAMUser,8.11596E+11,backup,apigateway.amazonaws.com,,Malicious
ListKeys,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,kms.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: kms:ListKeys on resource: *,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ListLexicons,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,polly.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: polly:ListLexicons,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListLicenseConfigurations,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,license-manager.amazonaws.com,,Service role not found. Consult setup procedures in License Manager User Guide and create the required role for the service.,AccessDeniedException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListLocations,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,datasync.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListLoggerDefinitions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,greengrass.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListLunaClients,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,cloudhsm.amazonaws.com,,This service is unavailable.  Please see https://aws.amazon.com/cloudhsm/faqs-classic/,CloudHsmServiceException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListMFADevices,AWSPowerShell/31.59.151.53 .NET_Runtime/4.0 .NET_Framework/4.0 OS/Microsoft_Windows_NT_10.0.17369.0 WindowsPowerShell/5.0 ClientSync,255.4.5.206,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListMFADevices on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListMembers,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,securityhub.amazonaws.com,,,,1,IAMUser,8.11596E+11,Level6,,,Legit
ListMigrationTasks,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,migrationhub.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: mgh:ListMigrationTasks on resource: arn:aws:mgh:us-west-2:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListModels,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListModels,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListNamedQueries,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,athena.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: athena:ListNamedQueries on resource: arn:aws:athena:us-east-1:811596193553:workgroup/primary,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListNotebookInstanceLifecycleConfigs,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListNotebookInstanceLifecycleConfigs,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListNotebookInstances,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sagemaker.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: sagemaker:ListNotebookInstances,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListOnPremisesInstances,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codedeploy.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codedeploy:ListOnPremisesInstances on resource: arn:aws:codedeploy:us-east-1:811596193553:instance:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListOpenIDConnectProviders,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,86.1.86.209,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListOperations,AWS Internal,AWS Internal,route53domains.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,AWS Internal,,Legit
ListOrganizations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,workmail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: workmail:ListOrganizations,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListOriginEndpoints,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,mediapackage.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListPhoneNumbersOptedOut,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sns.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: SNS:ListPhoneNumbersOptedOut on resource: arn:aws:sns:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListPipelines,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codepipeline.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codepipeline:ListPipelines on resource: arn:aws:codepipeline:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListPlatformApplications,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,sns.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: SNS:ListPlatformApplications on resource: arn:aws:sns:us-east-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListPolicies,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListPolicies on resource: policy path /,AccessDenied,,IAMUser,8.11596E+11,Level6,apigateway.amazonaws.com,,Malicious
ListPoliciesGrantingServiceAccess,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,77.2.224.1,iam.amazonaws.com,,Invalid service namespace: [rdsd],InvalidInputException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListPolicyVersions,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
ListPortfolios,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,servicecatalog.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: servicecatalog:ListPortfolios on resource: arn:aws:servicecatalog:us-east-1:811596193553:*/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListPresets,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,elastictranscoder.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: elastictranscoder:ListPresets,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListProgressUpdateStreams,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,migrationhub.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: mgh:ListProgressUpdateStreams on resource: arn:aws:mgh:us-west-2:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListProjects,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,codebuild.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codebuild:ListProjects,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListProtections,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,shield.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: shield:ListProtections on resource: arn:aws:shield::811596193553:protection/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListPublicKeys,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudtrail.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudtrail:ListPublicKeys,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListQueryExecutions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,athena.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: athena:ListQueryExecutions on resource: arn:aws:athena:us-east-1:811596193553:workgroup/primary,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListQueues,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,mediaconvert.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListRecordHistory,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,servicecatalog.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: servicecatalog:ListRecordHistory on resource: arn:aws:servicecatalog:us-east-1:811596193553:*/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListRepositories,Boto3/1.7.4 Python/3.6.7 Linux/4.15.0-47-generic Botocore/1.10.4,202.157.9.237,codecommit.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: codecommit:ListRepositories,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListRolePolicies,aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-43-generic botocore/1.8.48,181.24.4.8,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListRolePolicies on resource: role flaws,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListRoleTags,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,The role with name SummitRouteAuditd cannot be found.,NoSuchEntityException,,Root,8.11596E+11,flaws,,,Malicious
ListRoles,aws-cli/1.16.81 Python/2.7.15 Darwin/18.2.0 botocore/1.12.71,224.224.157.4,iam.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iam:ListRoles on resource: arn:aws:iam::811596193553:role/,AccessDenied,,IAMUser,8.11596E+11,Level6,,flaws,Malicious
ListRoots,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,organizations.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: organizations:ListRoots on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListRules,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,events.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: events:ListRules on resource: arn:aws:events:us-east-1:811596193553:rule/*,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListSAMLProviders,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,77.2.224.1,iam.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListSSHPublicKeys,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
ListSecrets,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,eb4d:f034:38ed:6832:2ca9:9045:77b8:4634,secretsmanager.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: secretsmanager:ListSecrets,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListSecurityConfigurations,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,elasticmapreduce.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: elasticmapreduce:ListSecurityConfigurations on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListServerCertificates,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:13.0) Gecko/207396 ElasticWolf/5.1.7,4.225.0.1,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListServerCertificates on resource: arn:aws:iam::811596193553:server-certificate/,AccessDenied,,AssumedRole,8.11596E+11,Level6,,flaws,Malicious
ListServiceSpecificCredentials,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,,,,Root,8.11596E+11,flaws,,,Legit
ListServices,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,servicediscovery.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: servicediscovery:ListServices,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListSigningCertificates,console.amazonaws.com,2.7.223.252,iam.amazonaws.com,,User: arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a is not authorized to perform: iam:ListSigningCertificates on resource: user i-aa2d3b42e5c6e801a,AccessDenied,,Root,8.11596E+11,flaws,,flaws,Malicious
ListStacks,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,cloudformation.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: cloudformation:ListStacks,AccessDenied,,IAMUser,8.11596E+11,backup,,,Malicious
ListStreams,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,dynamodb.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: dynamodb:ListStreams on resource: arn:aws:dynamodb:us-east-1:811596193553:table/*/stream/*,AccessDenied,1,IAMUser,8.11596E+11,backup,,,Malicious
ListSubscriptionDefinitions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.10.4,2.231.90.242,greengrass.amazonaws.com,,,AccessDeniedException,1,IAMUser,8.11596E+11,backup,,,Malicious
ListSubscriptions,Boto3/1.9.105 Python/2.7.16rc1 Linux/4.19.0-kali3-amd64 Botocore/1.12.105,155.251.168.5,sns.amazonaws.com,,User: arn:aws:iam::811596193553:user/Level6 is not authorized to perform: SNS:ListSubscriptions on resource: arn:aws:sns:ca-central-1:811596193553:*,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListTables,aws-cli/1.16.90 Python/3.7.2 Darwin/17.7.0 botocore/1.12.80,253.172.98.21,dynamodb.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: dynamodb:ListTables on resource: arn:aws:dynamodb:us-east-1:811596193553:table/*,AccessDenied,1,IAMUser,8.11596E+11,Level6,,,Malicious
ListTapes,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,storagegateway.amazonaws.com,,,,,IAMUser,8.11596E+11,Level6,,,Legit
ListTaskDefinitions,Boto3/1.7.4 Python/3.7.2+ Linux/4.4.0-01985-Microsoft Botocore/1.12.110,2.231.90.242,ecs.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: ecs:ListTaskDefinitions on resource: *,AccessDenied,,IAMUser,8.11596E+11,Level6,,,Malicious
ListTasks,aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120,231.255.215.126,ecs.amazonaws.com,,Cluster not found.,ClientException,,IAMUser,8.11596E+11,Level6,,,Malicious
ListThings,apigateway.amazonaws.com,apigateway.amazonaws.com,iot.amazonaws.com,,User: arn:aws:iam::811596193553:user/backup is not authorized to perform: iot:ListThings on resource: *,AccessDenied,,IAMUser,8.11596E+11,backup,apigateway.amazonaws.com,,Malicious
